,Zip,City,State,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint,County
10050,31767,Morris,GA,31.834324,-84.94739,-5,1,"31.834324,-84.94739",Grundy County
10051,31823,Pine Mountain Valley,GA,32.801173999999996,-84.82038,-5,1,"32.801174,-84.82038",Harris County
10076,30390,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
10103,30075,Roswell,GA,34.049789000000004,-84.38539,-5,1,"34.049789,-84.38539",Chaves County
10149,30080,Smyrna,GA,33.87578,-84.50381999999999,-5,1,"33.87578,-84.50382",Cobb County
10165,31083,Scotland,GA,32.046427,-82.81923,-5,1,"32.046427,-82.81923",n/a
10277,30042,Lawrenceville,GA,33.929464,-84.103226,-5,1,"33.929464,-84.103226",Gwinnett County
10278,30343,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
10279,30810,Gibson,GA,33.236721,-82.58135,-5,1,"33.236721,-82.58135",Montgomery County
10325,30558,Maysville,GA,34.258054,-83.56058,-5,1,"34.258054,-83.56058",Mason County
10326,30738,Rising Fawn,GA,34.793833,-85.49945,-5,1,"34.793833,-85.49945",Dade County
10327,30741,Rossville,GA,34.96311,-85.27405,-5,1,"34.96311,-85.27405",Clinton County
10328,31297,Macon,GA,32.700450000000004,-83.657207,-5,1,"32.70045,-83.657207",Bibb County
10329,31626,Boston,GA,30.782963,-83.78882,-5,1,"30.782963,-83.78882",Suffolk County
10539,30060,Marietta,GA,33.932052,-84.54746,-5,1,"33.932052,-84.54746",Cobb County
10566,30309,Atlanta,GA,33.794055,-84.38525,-5,1,"33.794055,-84.38525",Fulton County
10567,31533,Douglas,GA,31.522042,-82.84153,-5,1,"31.522042,-82.84153",Douglas County
10595,30140,Felton,GA,33.88232,-85.234946,-5,1,"33.88232,-85.234946",Santa Cruz County
10706,30559,Mineral Bluff,GA,34.949754999999996,-84.28317,-5,1,"34.949755,-84.28317",Fannin County
10850,31905,Fort Benning,GA,32.373490000000004,-84.90612,-5,1,"32.37349,-84.90612",n/a
10949,30217,Franklin,GA,33.298014,-85.12243000000001,-5,1,"33.298014,-85.12243",Crawford County
10950,30910,Augusta,GA,33.386041,-82.09099599999999,-5,1,"33.386041,-82.090996",Richmond County
11018,30818,Matthews,GA,33.244828999999996,-82.32636,-5,1,"33.244829,-82.32636",Mecklenburg County
11019,31513,Baxley,GA,31.768849,-82.35198000000001,-5,1,"31.768849,-82.35198",Appling County
11040,30499,Reidsville,GA,32.050694,-81.998348,-5,1,"32.050694,-81.998348",Rockingham County
11041,31315,Fort Stewart,GA,31.886944,-81.60109,-5,1,"31.886944,-81.60109",Liberty County
11155,30599,Commerce,GA,34.130594,-83.587419,-5,1,"34.130594,-83.587419",Jackson County
11156,31042,Irwinton,GA,32.7615,-83.1612,-5,1,"32.7615,-83.1612",Wilkinson County
11204,30629,Comer,GA,34.072573,-83.11913,-5,1,"34.072573,-83.11913",Madison County
11205,31521,Brunswick,GA,31.241505,-81.532489,-5,1,"31.241505,-81.532489",Medina County
11256,30103,Adairsville,GA,34.368646999999996,-84.92452,-5,1,"34.368647,-84.92452",Bartow County
11291,31776,Moultrie,GA,31.172696000000002,-83.792379,-5,1,"31.172696,-83.792379",Colquitt County
11431,30330,Atlanta,GA,33.707107,-84.43212700000001,-5,1,"33.707107,-84.432127",Fulton County
11432,31328,Tybee Island,GA,32.006671999999995,-80.84937,-5,1,"32.006672,-80.84937",Chatham County
11433,31221,Macon,GA,32.806707,-83.691315,-5,1,"32.806707,-83.691315",Bibb County
11475,30656,Monroe,GA,33.857423,-83.71899,-5,1,"33.857423,-83.71899",Ouachita Parish
11527,31502,Waycross,GA,31.018953999999997,-82.416543,-5,1,"31.018954,-82.416543",Ware County
11528,31698,Valdosta,GA,30.84848,-83.28775300000001,-5,1,"30.84848,-83.287753",Lowndes County
11554,30548,Hoschton,GA,34.097915,-83.77864,-5,1,"34.097915,-83.77864",Jackson County
11555,31825,Richland,GA,32.109225,-84.66063,-5,1,"32.109225,-84.66063",Dallas County
11656,30236,Jonesboro,GA,33.528345,-84.33346999999999,-5,1,"33.528345,-84.33347",Craighead County
11657,30521,Carnesville,GA,34.360544,-83.28544000000001,-5,1,"34.360544,-83.28544",Franklin County
11687,31324,Richmond Hill,GA,31.906365,-81.3108,-5,1,"31.906365,-81.3108",Bryan County
11692,30132,Dallas,GA,33.945735,-84.84463000000001,-5,1,"33.945735,-84.84463",Dallas County
11749,30110,Bremen,GA,33.723939,-85.14282,-5,1,"33.723939,-85.14282",n/a
11750,30222,Greenville,GA,33.034760999999996,-84.73593000000001,-5,1,"33.034761,-84.73593",Greenville County
11758,31602,Valdosta,GA,30.866613,-83.30078,-5,1,"30.866613,-83.30078",Lowndes County
11781,31207,Macon,GA,32.830389000000004,-83.648552,-5,1,"32.830389,-83.648552",Bibb County
11782,31815,Lumpkin,GA,32.030297,-84.81218,-5,1,"32.030297,-84.81218",Stewart County
11810,30917,Augusta,GA,33.527678,-82.23554200000001,-5,1,"33.527678,-82.235542",Richmond County
11811,31639,Nashville,GA,31.199,-83.2188,-5,1,"31.199,-83.2188",Davidson County
11865,31403,Savannah,GA,31.971394,-81.07155999999999,-5,1,"31.971394,-81.07156",Chatham County
11980,31307,Eden,GA,32.183211,-81.39979,-5,1,"32.183211,-81.39979",Washington County
12019,30429,Hagan,GA,32.159458,-81.93724,-5,1,"32.159458,-81.93724",Evans County
12020,31205,Macon,GA,32.806707,-83.691315,-5,1,"32.806707,-83.691315",Bibb County
12033,30164,Rome,GA,34.333308,-85.233721,-5,1,"34.333308,-85.233721",Metropolitan City of Rome
12035,30287,Morrow,GA,33.500696999999995,-84.35127299999999,-5,1,"33.500697,-84.351273",Clayton County
12078,30044,Lawrenceville,GA,33.91967,-84.07481999999999,-5,1,"33.91967,-84.07482",Gwinnett County
12154,30274,Riverdale,GA,33.555145,-84.40108000000001,-5,1,"33.555145,-84.40108",Sumner County
12187,31084,Seville,GA,31.989039000000002,-83.394574,-5,1,"31.989039,-83.394574",Seville
12228,30275,Sargent,GA,33.431181,-84.86733000000001,-5,1,"33.431181,-84.86733",Texas County
12245,30052,Loganville,GA,33.823809000000004,-83.89423000000001,-5,1,"33.823809,-83.89423",Walton County
12315,30635,Elberton,GA,34.119972,-82.825,-5,1,"34.119972,-82.825",Elbert County
12324,30102,Acworth,GA,34.097998,-84.6183,-5,1,"34.097998,-84.6183",Cobb County
12353,31629,Dixie,GA,30.802821,-83.69126,-5,1,"30.802821,-83.69126",Washington County
12410,31515,Baxley,GA,31.717716999999997,-82.299677,-5,1,"31.717717,-82.299677",Appling County
12411,31806,Ellaville,GA,32.246795,-84.32008,-5,1,"32.246795,-84.32008",Schley County
12474,30271,Newnan,GA,33.351401,-84.756109,-5,1,"33.351401,-84.756109",Coweta County
12480,30253,Mcdonough,GA,33.455031,-84.17215,-5,1,"33.455031,-84.17215",Henry County
12481,30613,Athens,GA,33.962364,-83.39828,-5,1,"33.962364,-83.39828",n/a
12590,31210,Macon,GA,32.88899,-83.72204,-5,1,"32.88899,-83.72204",Bibb County
12610,30542,Flowery Branch,GA,34.188280999999996,-83.91813,-5,1,"34.188281,-83.91813",Hall County
12673,31092,Vienna,GA,32.091578000000005,-83.79311,-5,1,"32.091578,-83.79311",n/a
12716,30460,Statesboro,GA,32.41795,-81.78233,-5,1,"32.41795,-81.78233",Bulloch County
12860,31296,Macon,GA,32.806707,-83.691315,-5,1,"32.806707,-83.691315",Bibb County
12941,31193,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
12942,31709,Americus,GA,32.071641,-84.21942,-5,1,"32.071641,-84.21942",Sumter County
13028,30048,Lilburn,GA,33.960353000000005,-84.037859,-5,1,"33.960353,-84.037859",Gwinnett County
13062,30074,Redan,GA,33.891251000000004,-84.07455999999999,-5,1,"33.891251,-84.07456",DeKalb County
13120,31512,Ambrose,GA,31.57344,-83.01501999999999,-5,1,"31.57344,-83.01502",Baltimore County
13146,30162,Rome,GA,34.290508,-85.213817,-5,1,"34.290508,-85.213817",Metropolitan City of Rome
13147,30188,Woodstock,GA,34.108027,-84.4843,-5,1,"34.108027,-84.4843",Ulster County
13148,30265,Newnan,GA,33.400875,-84.71206,-5,1,"33.400875,-84.71206",Coweta County
13207,30603,Athens,GA,33.947587,-83.408897,-5,1,"33.947587,-83.408897",n/a
13213,30022,Alpharetta,GA,34.026238,-84.24506,-5,1,"34.026238,-84.24506",Fulton County
13292,31739,Cotton,GA,31.260443,-84.253089,-5,1,"31.260443,-84.253089",Washington County
13360,30399,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
13379,31718,Bainbridge,GA,30.901863,-84.570049,-5,1,"30.901863,-84.570049",Decatur County
13449,30149,Mount Berry,GA,34.280355,-85.182085,-5,1,"34.280355,-85.182085",Floyd County
13559,30108,Bowdon,GA,33.533934,-85.26088,-5,1,"33.533934,-85.26088",Carroll County
13695,31206,Macon,GA,32.799040000000005,-83.67215999999999,-5,1,"32.79904,-83.67216",Bibb County
13714,30625,Buckhead,GA,33.527207000000004,-83.34676,-5,1,"33.527207,-83.34676",Fulton County
13720,31630,Du Pont,GA,30.963729999999998,-82.86455,-5,1,"30.96373,-82.86455",Johnson County
13801,30117,Carrollton,GA,33.588485999999996,-85.1062,-5,1,"33.588486,-85.1062",Dallas County
13873,30736,Ringgold,GA,34.916552,-85.14435,-5,1,"34.916552,-85.14435",Catoosa County
13875,31699,Valdosta,GA,30.965263,-83.19315999999999,-5,1,"30.965263,-83.19316",Lowndes County
13916,30178,Taylorsville,GA,34.113826,-84.97274,-5,1,"34.113826,-84.97274",Salt Lake County
13923,30564,Murrayville,GA,34.466226,-83.88441999999999,-5,1,"34.466226,-83.88442",New Hanover County
13931,31723,Blakely,GA,31.334336999999998,-84.94899000000001,-5,1,"31.334337,-84.94899",Early County
14086,30667,Stephens,GA,33.784316,-83.16666,-5,1,"33.784316,-83.16666",Boone County
14088,31539,Hazlehurst,GA,31.844772,-82.59809,-5,1,"31.844772,-82.59809",Jeff Davis County
14259,30631,Crawfordville,GA,33.570316999999996,-82.88542,-5,1,"33.570317,-82.88542",Wakulla County
14260,30721,Dalton,GA,34.780699,-84.93994,-5,1,"34.780699,-84.93994",Whitfield County
14310,30338,Atlanta,GA,33.942751,-84.31769,-5,1,"33.942751,-84.31769",Fulton County
14311,31527,Jekyll Island,GA,31.064190000000004,-81.42071999999999,-5,1,"31.06419,-81.42072",Glynn County
14312,31607,Valdosta,GA,30.831442,-83.318647,-5,1,"30.831442,-83.318647",Lowndes County
14375,30184,White,GA,34.236128,-84.72539,-5,1,"34.236128,-84.72539",Montgomery County
14376,31326,Rincon,GA,32.293147,-81.23006,-5,1,"32.293147,-81.23006",n/a
14386,30009,Alpharetta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
14450,30281,Stockbridge,GA,33.547578,-84.21809,-5,1,"33.547578,-84.21809",Henry County
14490,30811,Gough,GA,33.050487,-81.929165,-5,1,"33.050487,-81.929165",n/a
14550,31544,Jacksonville,GA,31.840974,-82.96137,-5,1,"31.840974,-82.96137",Duval County
14647,30813,Grovetown,GA,33.459489000000005,-82.20102,-5,1,"33.459489,-82.20102",Columbia County
14649,31625,Barney,GA,31.003273999999998,-83.5282,-5,1,"31.003274,-83.5282",Sedgwick County
14669,30008,Marietta,GA,33.907336,-84.5788,-5,1,"33.907336,-84.5788",Cobb County
14726,30560,Morganton,GA,34.887912,-84.2098,-5,1,"34.887912,-84.2098",Burke County
14735,30115,Canton,GA,34.194029,-84.43884,-5,1,"34.194029,-84.43884",Stark County
14961,31060,Milan,GA,32.003035,-83.06336999999999,-5,1,"32.003035,-83.06337",Metropolitan City of Milan
14996,30503,Gainesville,GA,34.345432,-83.950541,-5,1,"34.345432,-83.950541",Alachua County
15092,30317,Atlanta,GA,33.750005,-84.31854,-5,1,"33.750005,-84.31854",Fulton County
15093,30356,Atlanta,GA,33.891251000000004,-84.07455999999999,-5,1,"33.891251,-84.07456",Fulton County
15105,30047,Lilburn,GA,33.872371,-84.11655,-5,1,"33.872371,-84.11655",Gwinnett County
15139,30543,Gillsville,GA,34.299459000000006,-83.65226,-5,1,"34.299459,-83.65226",Banks County
15140,31799,Thomasville,GA,30.880968,-83.885902,-5,1,"30.880968,-83.885902",Thomas County
15180,31106,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
15408,30662,Royston,GA,34.270167,-83.12841999999999,-5,1,"34.270167,-83.12842",Franklin County
15500,30035,Decatur,GA,33.725739000000004,-84.21114,-5,1,"33.725739,-84.21114",DeKalb County
15501,30456,Sardis,GA,32.969028,-81.79396,-5,1,"32.969028,-81.79396",Montgomery County
15502,31773,Ochlocknee,GA,30.977162,-84.0615,-5,1,"30.977162,-84.0615",Thomas County
15533,30525,Clayton,GA,34.882362,-83.4156,-5,1,"34.882362,-83.4156",Johnston County
15595,30802,Appling,GA,33.620669,-82.30514000000001,-5,1,"33.620669,-82.30514",Shelby County
15596,31797,Whigham,GA,30.888809000000002,-84.32976,-5,1,"30.888809,-84.32976",Essex County
15663,30816,Keysville,GA,33.162490000000005,-82.18933,-5,1,"33.16249,-82.18933",Charlotte County
15751,31054,McIntyre,GA,32.875574,-83.19785,-5,1,"32.875574,-83.19785",Regional Municipality of Durham
15752,31777,Parrott,GA,31.905462,-84.51526,-5,1,"31.905462,-84.51526",Terrell County
15753,31820,Midland,GA,32.566196999999995,-84.84121999999999,-5,1,"32.566197,-84.84122",Midland County
15834,30377,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
15835,30824,Thomson,GA,33.490536,-82.5028,-5,1,"33.490536,-82.5028",Labette County
15853,31717,Bainbridge,GA,30.884525,-84.58951,-5,1,"30.884525,-84.58951",Decatur County
15859,30040,Cumming,GA,34.235408,-84.17441,-5,1,"34.235408,-84.17441",Forsyth County
15879,30414,Bellville,GA,32.154990000000005,-81.97825999999999,-5,1,"32.15499,-81.97826",Austin County
15918,30641,Good Hope,GA,33.766057,-83.57597,-5,1,"33.766057,-83.57597",Harris County
15959,30628,Colbert,GA,34.041416,-83.21996999999999,-5,1,"34.041416,-83.21997",Bryan County
15988,30298,Forest Park,GA,33.500696999999995,-84.35127299999999,-5,1,"33.500697,-84.351273",n/a
15989,31603,Valdosta,GA,30.827965000000003,-83.25219200000001,-5,1,"30.827965,-83.252192",Lowndes County
15990,31769,Mystic,GA,31.620865999999996,-83.24975400000001,-5,1,"31.620866,-83.249754",New London County
16013,31305,Darien,GA,31.407597999999997,-81.39094,-5,1,"31.407598,-81.39094",Fairfield County
16026,30125,Cedartown,GA,34.010162,-85.25761999999999,-5,1,"34.010162,-85.25762",Polk County
16081,31649,Stockton,GA,30.957421000000004,-83.00524,-5,1,"30.957421,-83.00524",San Joaquin County
16106,31771,Norman Park,GA,31.256287,-83.66005,-5,1,"31.256287,-83.66005",Colquitt County
16113,31749,Enigma,GA,31.439212,-83.34040999999999,-5,1,"31.439212,-83.34041",Tulsa County
16200,30604,Athens,GA,33.944339,-83.38908,-5,1,"33.944339,-83.38908",n/a
16201,30905,Augusta,GA,33.417282,-82.14435,-5,1,"33.417282,-82.14435",Richmond County
16316,31907,Columbus,GA,32.479492,-84.90942,-5,1,"32.479492,-84.90942",Franklin County
16408,30176,Tallapoosa,GA,33.748838,-85.29304,-5,1,"33.748838,-85.29304",Haralson County
16409,30512,Blairsville,GA,34.875556,-84.00419000000001,-5,1,"34.875556,-84.00419",Union County
16434,31088,Warner Robins,GA,32.594698,-83.64873,-5,1,"32.594698,-83.64873",Houston County
16566,30065,Marietta,GA,33.912473,-84.557181,-5,1,"33.912473,-84.557181",Cobb County
16581,30454,Rockledge,GA,32.432854,-82.72979000000001,-5,1,"32.432854,-82.72979",Brevard County
16582,30819,Mesena,GA,33.432384000000006,-82.625213,-5,1,"33.432384,-82.625213",Warren County
16583,31021,Dublin,GA,32.526359,-82.93375,-5,1,"32.526359,-82.93375",n/a
16708,31010,Cordele,GA,31.917178000000003,-83.785365,-5,1,"31.917178,-83.785365",Crisp County
16735,31089,Tennille,GA,32.89115,-82.82775,-5,1,"32.89115,-82.82775",Washington County
16790,30475,Vidalia,GA,32.177513,-82.373889,-5,1,"32.177513,-82.373889",Toombs County
16831,30752,Trenton,GA,34.895625,-85.52702,-5,1,"34.895625,-85.52702",Mercer County
16856,30549,Jefferson,GA,34.112581,-83.58251,-5,1,"34.112581,-83.58251",Montgomery County
16914,31627,Cecil,GA,31.047996,-83.39135,-5,1,"31.047996,-83.39135",Tulsa County
17069,30302,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
17070,31014,Cochran,GA,32.397039,-83.3404,-5,1,"32.397039,-83.3404",Dallas County
17129,31542,Hoboken,GA,31.1747,-82.13812,-5,1,"31.1747,-82.13812",Hudson County
17168,30725,Flintstone,GA,34.932348,-85.35064,-5,1,"34.932348,-85.35064",Walker County
17179,31051,Lilly,GA,32.148624,-83.88003,-5,1,"32.148624,-83.88003",Marion County
17180,31079,Rochelle,GA,31.933079,-83.45721999999999,-5,1,"31.933079,-83.45722",Ogle County
17181,31532,Denton,GA,31.718382000000002,-82.73595,-5,1,"31.718382,-82.73595",Denton County
17217,30161,Rome,GA,34.253343,-85.15312,-5,1,"34.253343,-85.15312",Metropolitan City of Rome
17218,30337,Atlanta,GA,33.646984,-84.4538,-5,1,"33.646984,-84.4538",Fulton County
17219,31407,Savannah,GA,32.162963,-81.17233,-5,1,"32.162963,-81.17233",Chatham County
17237,30260,Morrow,GA,33.587759999999996,-84.33010999999999,-5,1,"33.58776,-84.33011",Clayton County
17238,30367,Atlanta,GA,33.789255,-84.387276,-5,1,"33.789255,-84.387276",Fulton County
17239,30424,Dover,GA,32.767634,-81.629062,-5,1,"32.767634,-81.629062",Kent
17240,31725,Brinson,GA,30.945016,-84.72284,-5,1,"30.945016,-84.72284",Navarro County
17294,30602,Athens,GA,33.948432000000004,-83.3749,-5,1,"33.948432,-83.3749",n/a
17295,30212,Experiment,GA,33.278205,-84.288803,-5,1,"33.278205,-84.288803",San Francisco County
17362,30122,Lithia Springs,GA,33.776137,-84.64484,-5,1,"33.776137,-84.64484",Douglas County
17456,30353,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371,-84.47405",Fulton County
17457,30581,Wiley,GA,34.797610999999996,-83.42329000000001,-5,1,"34.797611,-83.42329",Hudson County
17540,31404,Savannah,GA,32.046143,-81.06724,-5,1,"32.046143,-81.06724",Chatham County
17542,31827,Talbotton,GA,32.683146,-84.52243,-5,1,"32.683146,-84.52243",Talbot County
17580,31546,Jesup,GA,31.575165999999996,-81.86480999999999,-5,1,"31.575166,-81.86481",Wayne County
17649,30563,Mount Airy,GA,34.549681,-83.47201,-5,1,"34.549681,-83.47201",Surry County
17650,30660,Rayle,GA,33.775127000000005,-82.94624,-5,1,"33.775127,-82.94624",Wilkes County
17651,31756,Hartsfield,GA,31.177174,-83.96555,-5,1,"31.177174,-83.96555",n/a
17701,30582,Young Harris,GA,34.954638,-83.86484,-5,1,"34.954638,-83.86484",Towns County
17748,31554,Nicholls,GA,31.495983000000003,-82.62928000000001,-5,1,"31.495983,-82.62928",Lafourche Parish
17828,30726,Graysville,GA,34.975939000000004,-85.1416,-5,1,"34.975939,-85.1416",Jefferson County
17843,31561,Sea Island,GA,31.198914000000002,-81.332211,-5,1,"31.198914,-81.332211",Glynn County
17887,30154,Douglasville,GA,33.689659999999996,-84.74459499999999,-5,1,"33.68966,-84.744595",Douglas County
17902,30307,Atlanta,GA,33.768205,-84.33785999999999,-5,1,"33.768205,-84.33786",Fulton County
17910,30565,Nicholson,GA,34.094345000000004,-83.41617,-5,1,"34.094345,-83.41617",Jackson County
17919,30185,Whitesburg,GA,33.517697999999996,-84.91725,-5,1,"33.517698,-84.91725",Letcher County
17994,30219,Glenn,GA,33.157214,-85.170588,-5,1,"33.157214,-85.170588",Glenn County
18001,30039,Snellville,GA,33.822204,-84.03707,-5,1,"33.822204,-84.03707",Gwinnett County
18016,31753,Funston,GA,31.205365000000004,-83.877554,-5,1,"31.205365,-83.877554",San Francisco County
18092,30597,Dahlonega,GA,34.527671000000005,-83.980879,-5,1,"34.527671,-83.980879",Lumpkin County
18093,31902,Columbus,GA,32.524252000000004,-84.955843,-5,1,"32.524252,-84.955843",Franklin County
18148,31501,Waycross,GA,31.220059000000003,-82.35133,-5,1,"31.220059,-82.35133",Ware County
18246,30566,Oakwood,GA,34.236556,-83.89115,-5,1,"34.236556,-83.89115",Tarrant County
18247,31295,Macon,GA,32.810189,-83.569001,-5,1,"32.810189,-83.569001",Bibb County
18248,31705,Albany,GA,31.552483000000002,-84.09678000000001,-5,1,"31.552483,-84.09678",Albany County
18279,30533,Dahlonega,GA,34.542097999999996,-83.99718,-5,1,"34.542098,-83.99718",Lumpkin County
18417,30668,Tignall,GA,33.912362,-82.6684,-5,1,"33.912362,-82.6684",Wilkes County
18418,30828,Warrenton,GA,33.399555,-82.65655,-5,1,"33.399555,-82.65655",Fauquier County
18504,30248,Locust Grove,GA,33.351277,-84.10645,-5,1,"33.351277,-84.10645",Henry County
18525,30666,Statham,GA,33.957713,-83.58491,-5,1,"33.957713,-83.58491",Barrow County
18607,31727,Brookfield,GA,31.44172,-83.503715,-5,1,"31.44172,-83.503715",Cook County
18768,31001,Abbeville,GA,31.972626,-83.33081999999999,-5,1,"31.972626,-83.33082",Abbeville County
18784,31047,Kathleen,GA,32.509384000000004,-83.64773000000001,-5,1,"32.509384,-83.64773",Ottawa County
18827,31569,Woodbine,GA,30.915778000000003,-81.67924000000001,-5,1,"30.915778,-81.67924",Tulsa County
18884,30630,Crawford,GA,33.892957,-83.15548000000001,-5,1,"33.892957,-83.15548",Crawford County
18954,30105,Armuchee,GA,34.448075,-85.15313,-5,1,"34.448075,-85.15313",Floyd County
19070,31766,Morgan,GA,31.575228000000003,-84.59849,-5,1,"31.575228,-84.59849",Montgomery County
19131,30068,Marietta,GA,33.965601,-84.4433,-5,1,"33.965601,-84.4433",Cobb County
19137,31301,Allenhurst,GA,31.764663,-81.6098,-5,1,"31.764663,-81.6098",Monmouth County
19213,30333,Atlanta,GA,33.891251000000004,-84.07455999999999,-5,1,"33.891251,-84.07456",Fulton County
19270,31503,Waycross,GA,31.205194,-82.37534000000001,-5,1,"31.205194,-82.37534",Ware County
19338,30610,Athens,GA,33.944339,-83.38908,-5,1,"33.944339,-83.38908",n/a
19413,30055,Mansfield,GA,33.504952,-83.74735,-5,1,"33.504952,-83.74735",Tarrant County
19414,30320,Atlanta,GA,33.656824,-84.423648,-5,1,"33.656824,-84.423648",Fulton County
19415,30553,Lavonia,GA,34.450501,-83.09448,-5,1,"34.450501,-83.09448",Franklin County
19440,30360,Atlanta,GA,33.934536,-84.27215,-5,1,"33.934536,-84.27215",Fulton County
19441,30477,Wadley,GA,32.872098,-82.4023,-5,1,"32.872098,-82.4023",Bowie County
19450,30036,Decatur,GA,33.891251000000004,-84.07455999999999,-5,1,"33.891251,-84.07456",DeKalb County
19503,30230,Hogansville,GA,33.173516,-84.91736999999999,-5,1,"33.173516,-84.91737",Troup County
19544,30612,Athens,GA,33.944339,-83.38908,-5,1,"33.944339,-83.38908",n/a
19545,31778,Pavo,GA,30.966781,-83.72075,-5,1,"30.966781,-83.72075",King County
19664,31728,Cairo,GA,30.870390000000004,-84.21343,-5,1,"30.87039,-84.21343",n/a
19708,30522,Cherrylog,GA,34.801665,-84.37931,-5,1,"34.801665,-84.37931",Gilmer County
19747,30609,Athens,GA,33.946364,-83.37743,-5,1,"33.946364,-83.37743",n/a
19839,30340,Atlanta,GA,33.899381,-84.25367,-5,1,"33.899381,-84.25367",Fulton County
19893,30505,Gainesville,GA,34.306188,-83.838936,-5,1,"34.306188,-83.838936",Alachua County
19894,31005,Bonaire,GA,32.556668,-83.62435,-5,1,"32.556668,-83.62435",n/a
19907,30091,Norcross,GA,33.960353000000005,-84.037859,-5,1,"33.960353,-84.037859",Gwinnett County
19973,31829,Upatoi,GA,32.557718,-84.73957,-5,1,"32.557718,-84.73957",Muscogee County
20021,31028,Centerville,GA,32.632111,-83.67795,-5,1,"32.632111,-83.67795",Montgomery County
20173,31721,Albany,GA,31.568890000000003,-84.248211,-5,1,"31.56889,-84.248211",Albany County
20239,30205,Brooks,GA,33.275707000000004,-84.46706,-5,1,"33.275707,-84.46706",Wilson County
20240,30621,Bishop,GA,33.804849,-83.48164,-5,1,"33.804849,-83.48164",Inyo County
20253,30046,Lawrenceville,GA,33.960353000000005,-84.037859,-5,1,"33.960353,-84.037859",Gwinnett County
